Index,GeneID,HumanName,Name,Species,complexity,isoforms,paralogues,motifs,complexity
1933,FBgn0052708,ABT1,CG32708,drosophila_melanogaster,8,1,6,1,8
1933,WBGene00019005,ABT1,F57B10.8,caenorhabditis_elegans,2,1,1,0,2
1935,ENSG00000147140,NONO,NONO,homo_sapiens,25,9,3,13,25
1935,ENSMUSG00000031311,NONO,Nono,mus_musculus,8,2,3,3,8
1935,ENSXETG00000020868,NONO,nono,xenopus_tropicalis,5,1,2,2,5
1935,FBgn0015520,NONO,nonA-l,drosophila_melanogaster,8,2,2,4,8
1935,WBGene00017778,NONO,nono-1,caenorhabditis_elegans,10,4,1,5,10
1937,ENSG00000148300,REXO4,REXO4,homo_sapiens,8,4,4,0,8
1937,ENSMUSG00000052406,REXO4,Rexo4,mus_musculus,7,3,4,0,7
1937,ENSXETG00000023096,REXO4,rexo4,xenopus_tropicalis,4,1,2,1,4
1937,FBgn0036405,REXO4,CG6833,drosophila_melanogaster,3,2,1,0,3
1937,WBGene00012465,REXO4,Y17G7B.12,caenorhabditis_elegans,3,2,1,0,3
1944,ENSG00000152944,MED21,MED21,homo_sapiens,3,2,1,0,3
1944,ENSMUSG00000030291,MED21,Med21,mus_musculus,3,2,1,0,3
1944,ENSXETG00000003233,MED21,med21,xenopus_tropicalis,2,1,1,0,2
1944,FBgn0040020,MED21,MED21,drosophila_melanogaster,3,2,1,0,3
1944,WBGene00007704,MED21,mdt-21,caenorhabditis_elegans,2,1,1,0,2
1949,ENSG00000155229,MMS19,MMS19,homo_sapiens,9,8,1,0,9
1949,ENSMUSG00000025159,MMS19,Mms19,mus_musculus,6,5,1,0,6
1949,ENSXETG00000003439,MMS19,mms19,xenopus_tropicalis,2,1,1,0,2
1949,FBgn0037301,MMS19,Mms19,drosophila_melanogaster,2,1,1,0,2
1949,WBGene00016060,MMS19,mms-19,caenorhabditis_elegans,2,1,1,0,2
1951,ENSG00000155868,MED7,MED7,homo_sapiens,4,3,1,0,4
1951,ENSMUSG00000020397,MED7,Med7,mus_musculus,9,8,1,0,9
1951,ENSXETG00000001505,MED7,med7,xenopus_tropicalis,2,1,1,0,2
1951,FBgn0051390,MED7,MED7,drosophila_melanogaster,2,1,1,0,2
1951,WBGene00002324,MED7,let-49,caenorhabditis_elegans,3,2,1,0,3
1955,ENSG00000156983,BRPF1,BRPF1,homo_sapiens,33,6,9,18,33
1955,ENSMUSG00000001632,BRPF1,Brpf1,mus_musculus,44,7,9,28,44
1955,ENSXETG00000023658,BRPF1,brpf1,xenopus_tropicalis,13,1,9,3,13
1955,FBgn0033155,BRPF1,Br140,drosophila_melanogaster,14,2,4,8,14
1955,WBGene00003034,BRPF1,lin-49,caenorhabditis_elegans,10,2,4,4,10
1956,ENSG00000157110,RBPMS,RBPMS,homo_sapiens,16,9,2,5,16
1956,ENSMUSG00000031586,RBPMS,Rbpms,mus_musculus,13,6,2,5,13
1956,ENSXETG00000011290,RBPMS,rbpms,xenopus_tropicalis,5,2,1,2,5
1956,FBgn0263995,RBPMS,cpo,drosophila_melanogaster,26,12,1,13,26
1956,WBGene00003172,RBPMS,mec-8,caenorhabditis_elegans,7,2,1,4,7
1957,ENSG00000157216,SSBP3,SSBP3,homo_sapiens,14,7,3,4,14
1957,ENSMUSG00000061887,SSBP3,Ssbp3,mus_musculus,12,5,3,4,12
1957,ENSXETG00000019994,SSBP3,ssbp3,xenopus_tropicalis,15,4,0,8,15
1957,FBgn0011481,SSBP3,Ssdp,drosophila_melanogaster,9,4,1,4,9
1957,WBGene00012990,SSBP3,sam-10,caenorhabditis_elegans,6,3,1,2,6
1958,ENSG00000157450,RNF111,RNF111,homo_sapiens,13,7,2,4,13
1958,ENSMUSG00000032217,RNF111,Rnf111,mus_musculus,6,2,2,2,6
1958,ENSXETG00000010842,RNF111,rnf111,xenopus_tropicalis,12,2,2,8,12
1958,FBgn0037944,RNF111,CG6923,drosophila_melanogaster,9,4,1,4,9
1958,WBGene00012194,RNF111,toe-4,caenorhabditis_elegans,3,1,1,1,3
1960,ENSG00000159259,CHAF1B,CHAF1B,homo_sapiens,6,1,1,4,6
1960,ENSMUSG00000022945,CHAF1B,Chaf1b,mus_musculus,15,4,1,10,15
1960,ENSXETG00000013014,CHAF1B,chaf1b,xenopus_tropicalis,6,1,1,4,6
1960,FBgn0033526,CHAF1B,Caf1-105,drosophila_melanogaster,6,1,1,4,6
1960,WBGene00022141,CHAF1B,chaf-2,caenorhabditis_elegans,9,2,1,6,9
1961,ENSG00000159692,CTBP1,CTBP1,homo_sapiens,13,11,2,0,13
1961,ENSMUSG00000037373,CTBP1,Ctbp1,mus_musculus,10,8,2,0,10
1961,ENSXETG00000021047,CTBP1,ctbp1,xenopus_tropicalis,4,1,3,0,4
1961,FBgn0020496,CTBP1,CtBP,drosophila_melanogaster,11,10,1,0,11
1961,WBGene00006424,CTBP1,ctbp-1,caenorhabditis_elegans,4,2,1,0,4
1962,ENSG00000160007,ARHGAP35,ARHGAP35,homo_sapiens,29,3,12,14,29
1962,ENSMUSG00000058230,ARHGAP35,Arhgap35,mus_musculus,19,2,12,5,19
1962,ENSXETG00000018284,ARHGAP35,arhgap35,xenopus_tropicalis,14,1,11,2,14
1962,FBgn0026375,ARHGAP35,RhoGAPp190,drosophila_melanogaster,45,7,3,35,45
1962,WBGene00010374,ARHGAP35,rga-5,caenorhabditis_elegans,10,3,4,3,10
1967,ENSG00000160949,TONSL,TONSL,homo_sapiens,12,2,8,10,12
1967,ENSMUSG00000059323,TONSL,Tonsl,mus_musculus,19,4,8,7,19
1967,ENSXETG00000020475,TONSL,tonsl,xenopus_tropicalis,6,1,8,5,6
1967,FBgn0035812,TONSL,CG7457,drosophila_melanogaster,31,2,3,26,31
1967,WBGene00010498,TONSL,K02B12.5,caenorhabditis_elegans,6,1,1,4,6
1969,ENSG00000161547,SRSF2,SRSF2,homo_sapiens,14,5,4,5,14
1969,ENSMUSG00000034120,SRSF2,Srsf2,mus_musculus,8,2,4,2,8
1969,ENSXETG00000025271,SRSF2,srsf2,xenopus_tropicalis,7,1,3,3,7
1969,FBgn0265298,SRSF2,SC35,drosophila_melanogaster,8,4,1,3,8
1969,WBGene00004701,SRSF2,rsp-4,caenorhabditis_elegans,5,2,1,2,5
1970,ENSG00000162227,TAF6L,TAF6L,homo_sapiens,5,3,2,0,5
1970,ENSMUSG00000003680,TAF6L,Taf6l,mus_musculus,9,7,2,0,9
1970,ENSXETG00000010304,TAF6L,taf6l,xenopus_tropicalis,3,1,2,0,3
1970,FBgn0010417,TAF6L,Taf6,drosophila_melanogaster,2,2,2,0,2
1970,WBGene00006387,TAF6L,taf-6.1,caenorhabditis_elegans,3,1,2,0,3
1971,ENSG00000162552,WNT4,WNT4,homo_sapiens,17,3,14,0,17
1971,ENSMUSG00000036856,WNT4,Wnt4,mus_musculus,15,1,14,0,15
1971,ENSXETG00000004742,WNT4,wnt4,xenopus_tropicalis,17,1,15,1,17
1971,WBGene00000857,WNT4,cwn-1,caenorhabditis_elegans,4,2,2,0,4
1972,ENSG00000163161,ERCC3,ERCC3,homo_sapiens,5,2,1,2,5
1972,ENSMUSG00000024382,ERCC3,Ercc3,mus_musculus,4,1,1,2,4
1972,ENSXETG00000033646,ERCC3,ERCC3,xenopus_tropicalis,4,1,1,2,4
1972,FBgn0001179,ERCC3,hay,drosophila_melanogaster,7,2,1,4,7
1972,WBGene00013441,ERCC3,xpb-1,caenorhabditis_elegans,4,1,1,2,4
1974,ENSG00000163349,HIPK1,HIPK1,homo_sapiens,28,11,10,7,28
1974,ENSMUSG00000008730,HIPK1,Hipk1,mus_musculus,15,3,9,3,15
1974,ENSXETG00000001698,HIPK1,hipk1,xenopus_tropicalis,11,2,7,2,11
1974,FBgn0035142,HIPK1,hipk,drosophila_melanogaster,6,3,4,2,6
1974,WBGene00001994,HIPK1,hpk-1,caenorhabditis_elegans,12,4,5,4,12
1978,ENSG00000163877,SNIP1,SNIP1,homo_sapiens,5,1,3,1,5
1978,ENSMUSG00000050213,SNIP1,Snip1,mus_musculus,5,1,3,1,5
1978,ENSXETG00000017464,SNIP1,snip1,xenopus_tropicalis,6,1,3,2,6
1978,FBgn0039943,SNIP1,CG17168,drosophila_melanogaster,5,1,3,1,5
1978,WBGene00016323,SNIP1,C32E8.5,caenorhabditis_elegans,7,2,3,2,7
1979,ENSG00000163935,SFMBT1,SFMBT1,homo_sapiens,20,4,10,6,20
1979,ENSMUSG00000006527,SFMBT1,Sfmbt1,mus_musculus,34,5,10,19,34
1979,ENSXETG00000032066,SFMBT1,sfmbt1,xenopus_tropicalis,18,2,9,7,18
1979,WBGene00003041,SFMBT1,lin-61,caenorhabditis_elegans,17,3,2,12,17
1983,ENSG00000164751,PEX2,PEX2,homo_sapiens,9,5,1,3,9
1983,ENSMUSG00000040374,PEX2,Pex2,mus_musculus,13,6,1,6,13
1983,ENSXETG00000017165,PEX2,pex2,xenopus_tropicalis,3,1,1,1,3
1983,FBgn0035876,PEX2,Pex2,drosophila_melanogaster,3,1,1,1,3
1983,WBGene00004192,PEX2,prx-2,caenorhabditis_elegans,3,0,1,1,3
1984,ENSG00000164754,RAD21,RAD21,homo_sapiens,10,8,2,0,10
1984,ENSMUSG00000022314,RAD21,Rad21,mus_musculus,3,1,2,0,3
1984,ENSXETG00000020783,RAD21,rad21,xenopus_tropicalis,3,1,1,1,3
1984,FBgn0260987,RAD21,vtd,drosophila_melanogaster,3,2,1,0,3
1984,WBGene00004737,RAD21,scc-1,caenorhabditis_elegans,3,1,2,0,3
1986,ENSG00000164985,PSIP1,PSIP1,homo_sapiens,16,6,5,5,16
1986,ENSMUSG00000028484,PSIP1,Psip1,mus_musculus,14,5,5,4,14
1986,ENSXETG00000003303,PSIP1,psip1,xenopus_tropicalis,7,1,4,2,7
1986,FBgn0039743,PSIP1,CG7946,drosophila_melanogaster,5,2,1,2,5
1986,WBGene00015501,PSIP1,C06A5.3,caenorhabditis_elegans,5,2,1,2,5
1987,ENSG00000165417,GTF2A1,GTF2A1,homo_sapiens,7,2,5,0,7
1987,ENSMUSG00000020962,GTF2A1,Gtf2a1,mus_musculus,7,2,5,0,7
1987,FBgn0011289,GTF2A1,TfIIA-L,drosophila_melanogaster,5,3,2,0,5
1987,WBGene00004136,GTF2A1,pqn-51,caenorhabditis_elegans,6,4,2,0,6
1991,ENSG00000165916,PSMC3,PSMC3,homo_sapiens,9,8,1,0,9
1991,ENSMUSG00000002102,PSMC3,Psmc3,mus_musculus,5,4,1,0,5
1991,ENSXETG00000007916,PSMC3,psmc3,xenopus_tropicalis,2,1,1,0,2
1991,FBgn0028684,PSMC3,Rpt5,drosophila_melanogaster,2,1,1,0,2
1991,WBGene00004505,PSMC3,rpt-5,caenorhabditis_elegans,2,1,1,0,2
1993,ENSG00000166200,COPS2,COPS2,homo_sapiens,7,5,2,0,7
1993,ENSMUSG00000027206,COPS2,Cops2,mus_musculus,5,3,2,0,5
1993,ENSXETG00000008784,COPS2,cops2,xenopus_tropicalis,3,1,2,0,3
1993,FBgn0013746,COPS2,alien,drosophila_melanogaster,6,4,2,0,6
1993,WBGene00000814,COPS2,csn-2,caenorhabditis_elegans,5,2,3,0,5
1994,ENSG00000166228,PCBD1,PCBD1,homo_sapiens,2,1,2,0,2
1994,ENSMUSG00000020098,PCBD1,Pcbd1,mus_musculus,3,1,2,0,3
1994,ENSXETG00000008191,PCBD1,pcbd1,xenopus_tropicalis,2,1,1,0,2
1994,FBgn0024841,PCBD1,Pcd,drosophila_melanogaster,2,1,1,0,2
1994,WBGene00020397,PCBD1,pcbd-1,caenorhabditis_elegans,2,1,1,0,2
1995,ENSG00000166313,APBB1,APBB1,homo_sapiens,56,16,3,37,56
1995,ENSMUSG00000037032,APBB1,Apbb1,mus_musculus,44,15,3,26,44
1995,WBGene00001410,APBB1,feh-1,caenorhabditis_elegans,17,4,1,12,17
1997,ENSG00000166886,NAB2,NAB2,homo_sapiens,4,2,2,0,4
1997,ENSMUSG00000025402,NAB2,Nab2,mus_musculus,6,4,2,0,6
1997,ENSXETG00000004428,NAB2,nab2,xenopus_tropicalis,4,0,2,0,4
1997,FBgn0259986,NAB2,nab,drosophila_melanogaster,4,3,1,0,4
1997,WBGene00003107,NAB2,mab-10,caenorhabditis_elegans,1,1,1,0,1
1998,ENSG00000166913,YWHAB,YWHAB,homo_sapiens,11,4,7,0,11
1998,ENSMUSG00000018326,YWHAB,Ywhab,mus_musculus,9,2,7,0,9
1998,ENSXETG00000022830,YWHAB,ywhab,xenopus_tropicalis,7,1,6,0,7
1998,FBgn0004907,YWHAB,14-3-3zeta,drosophila_melanogaster,2,12,2,0,2
1998,WBGene00001502,YWHAB,ftt-2,caenorhabditis_elegans,6,3,3,0,6
1999,ENSG00000167193,CRK,CRK,homo_sapiens,9,3,2,5,9
1999,ENSMUSG00000017776,CRK,Crk,mus_musculus,16,5,2,9,16
1999,ENSXETG00000022904,CRK,crk,xenopus_tropicalis,5,1,2,2,5
1999,FBgn0024811,CRK,Crk,drosophila_melanogaster,20,7,1,12,20
1999,WBGene00000416,CRK,ced-2,caenorhabditis_elegans,6,3,1,2,6
2002,ENSG00000168066,SF1,SF1,homo_sapiens,28,11,5,12,28
2002,ENSMUSG00000024949,SF1,Sf1,mus_musculus,23,8,5,10,23
2002,ENSXETG00000008434,SF1,sf1,xenopus_tropicalis,15,2,5,8,15
2002,FBgn0025571,SF1,SF1,drosophila_melanogaster,15,3,10,2,15
2002,WBGene00013808,SF1,sfa-1,caenorhabditis_elegans,11,1,8,2,11
2007,ENSG00000169375,SIN3A,SIN3A,homo_sapiens,23,11,2,10,23
2007,ENSMUSG00000042557,SIN3A,Sin3a,mus_musculus,25,7,2,16,25
2007,ENSXETG00000015283,SIN3A,sin3a,xenopus_tropicalis,4,1,2,1,4
2007,FBgn0022764,SIN3A,Sin3A,drosophila_melanogaster,41,10,1,30,41
2007,WBGene00004117,SIN3A,sin-3,caenorhabditis_elegans,5,2,1,2,5
2010,ENSG00000170515,PA2G4,PA2G4,homo_sapiens,7,4,3,0,7
2010,ENSMUSG00000025364,PA2G4,Pa2g4,mus_musculus,4,2,2,0,4
2010,ENSXETG00000009471,PA2G4,pa2g4,xenopus_tropicalis,3,1,2,0,3
2010,FBgn0035630,PA2G4,CG10576,drosophila_melanogaster,5,3,2,0,5
2010,WBGene00021088,PA2G4,W08E12.7,caenorhabditis_elegans,6,2,4,0,6
2011,ENSG00000171105,INSR,INSR,homo_sapiens,25,3,14,4,25
2011,ENSMUSG00000005534,INSR,Insr,mus_musculus,20,2,14,6,20
2011,ENSXETG00000013518,INSR,insr,xenopus_tropicalis,19,1,15,3,19
2011,FBgn0013984,INSR,InR,drosophila_melanogaster,16,4,9,12,16
2011,WBGene00000898,INSR,daf-2,caenorhabditis_elegans,11,2,5,4,11
2015,ENSG00000171566,PLRG1,PLRG1,homo_sapiens,21,4,4,13,21
2015,ENSMUSG00000027998,PLRG1,Plrg1,mus_musculus,18,2,4,12,18
2015,ENSXETG00000022434,PLRG1,plrg1,xenopus_tropicalis,10,1,3,6,10
2015,FBgn0030365,PLRG1,Tango4,drosophila_melanogaster,10,1,3,6,10
2015,WBGene00006481,PLRG1,plrg-1,caenorhabditis_elegans,17,2,3,12,17
2016,ENSG00000171634,BPTF,BPTF,homo_sapiens,44,12,8,24,44
2016,ENSMUSG00000040481,BPTF,Bptf,mus_musculus,30,6,8,16,30
2016,ENSXETG00000001592,BPTF,bptf,xenopus_tropicalis,16,1,8,7,16
2016,FBgn0000541,BPTF,E(bx),drosophila_melanogaster,44,9,5,30,44
2016,WBGene00009180,BPTF,nurf-1,caenorhabditis_elegans,41,11,4,26,41
2018,ENSG00000171703,TCEA2,TCEA2,homo_sapiens,26,7,4,15,26
2018,ENSMUSG00000059540,TCEA2,Tcea2,mus_musculus,16,3,4,9,16
2018,FBgn0010422,TCEA2,TfIIS,drosophila_melanogaster,10,2,2,6,10
2018,WBGene00012000,TCEA2,T24H10.1,caenorhabditis_elegans,5,1,1,3,5
2023,ENSG00000172534,HCFC1,HCFC1,homo_sapiens,19,3,8,8,19
2023,ENSMUSG00000031386,HCFC1,Hcfc1,mus_musculus,19,3,8,8,19
2023,ENSXETG00000014251,HCFC1,hcfc1,xenopus_tropicalis,14,1,10,3,14
2023,FBgn0039904,HCFC1,Hcf,drosophila_melanogaster,9,5,4,0,9
2023,WBGene00001827,HCFC1,hcf-1,caenorhabditis_elegans,6,1,3,2,6
2025,ENSG00000173801,JUP,JUP,homo_sapiens,51,10,2,39,51
2025,ENSMUSG00000001552,JUP,Jup,mus_musculus,22,2,2,18,22
2025,ENSXETG00000006970,JUP,jup,xenopus_tropicalis,12,1,2,9,12
2025,WBGene00001979,JUP,hmp-2,caenorhabditis_elegans,8,3,2,3,8
2026,ENSG00000174429,ABRA,ABRA,homo_sapiens,2,1,1,0,2
2026,ENSMUSG00000042895,ABRA,Abra,mus_musculus,2,1,1,0,2
2026,ENSXETG00000006498,ABRA,abra,xenopus_tropicalis,2,1,1,0,2
2026,FBgn0035384,ABRA,CG2113,drosophila_melanogaster,4,2,2,0,4
2026,WBGene00009475,ABRA,F36F2.1,caenorhabditis_elegans,5,3,2,0,5
2027,ENSG00000175029,CTBP2,CTBP2,homo_sapiens,9,7,2,0,9
2027,ENSMUSG00000030970,CTBP2,Ctbp2,mus_musculus,14,12,2,0,14
2027,ENSXETG00000023631,CTBP2,ctbp2,xenopus_tropicalis,4,1,3,0,4
2027,FBgn0020496,CTBP2,CtBP,drosophila_melanogaster,11,10,1,0,11
2027,WBGene00006424,CTBP2,ctbp-1,caenorhabditis_elegans,4,2,1,0,4
2028,ENSG00000175104,TRAF6,TRAF6,homo_sapiens,16,2,6,8,16
2028,ENSMUSG00000027164,TRAF6,Traf6,mus_musculus,10,1,6,4,10
2028,ENSXETG00000007549,TRAF6,traf6,xenopus_tropicalis,11,1,6,4,11
2028,FBgn0265464,TRAF6,Traf6,drosophila_melanogaster,6,1,3,2,6
2028,WBGene00022454,TRAF6,Y110A7A.2,caenorhabditis_elegans,4,1,2,1,4
2030,ENSG00000175550,DRAP1,DRAP1,homo_sapiens,6,5,1,0,6
2030,ENSMUSG00000024914,DRAP1,Drap1,mus_musculus,6,5,1,0,6
2030,ENSXETG00000018519,DRAP1,drap1,xenopus_tropicalis,2,1,1,0,2
2030,FBgn0034650,DRAP1,NC2alpha,drosophila_melanogaster,2,1,1,0,2
2030,WBGene00009584,DRAP1,drap-1,caenorhabditis_elegans,5,4,1,0,5
2033,ENSG00000177200,CHD9,CHD9,homo_sapiens,40,11,9,20,40
2033,ENSMUSG00000056608,CHD9,Chd9,mus_musculus,17,2,9,6,17
2033,ENSXETG00000000349,CHD9,chd9,xenopus_tropicalis,23,2,10,11,23
2033,FBgn0266557,CHD9,kis,drosophila_melanogaster,25,6,4,15,25
2033,WBGene00007053,CHD9,chd-7,caenorhabditis_elegans,10,1,4,5,10
2037,ENSG00000178028,DMAP1,DMAP1,homo_sapiens,9,8,1,0,9
2037,ENSMUSG00000009640,DMAP1,Dmap1,mus_musculus,2,1,1,0,2
2037,ENSXETG00000001057,DMAP1,dmap1,xenopus_tropicalis,2,1,1,0,2
2037,FBgn0034537,DMAP1,DMAP1,drosophila_melanogaster,2,1,1,0,2
2037,WBGene00013676,DMAP1,ekl-4,caenorhabditis_elegans,1,2,1,0,1
2038,ENSG00000178568,ERBB4,ERBB4,homo_sapiens,22,5,14,3,22
2038,ENSMUSG00000062209,ERBB4,Erbb4,mus_musculus,19,3,14,2,19
2038,ENSXETG00000000413,ERBB4,erbb4,xenopus_tropicalis,18,1,15,2,18
2038,FBgn0003731,ERBB4,Egfr,drosophila_melanogaster,10,2,6,2,10
2038,WBGene00002299,ERBB4,let-23,caenorhabditis_elegans,10,3,4,3,10
2039,ENSG00000179218,CALR,CALR,homo_sapiens,7,3,4,0,7
2039,ENSMUSG00000003814,CALR,Calr,mus_musculus,6,1,5,0,6
2039,ENSXETG00000007937,CALR,calr,xenopus_tropicalis,6,1,4,1,6
2039,FBgn0005585,CALR,Crc,drosophila_melanogaster,6,2,4,0,6
2039,WBGene00000802,CALR,crt-1,caenorhabditis_elegans,4,2,2,0,4
2044,ENSG00000179950,PUF60,PUF60,homo_sapiens,55,12,16,27,55
2044,ENSMUSG00000002524,PUF60,Puf60,mus_musculus,24,2,16,6,24
2044,ENSXETG00000012469,PUF60,puf60,xenopus_tropicalis,23,2,13,8,23
2044,FBgn0028577,PUF60,pUf68,drosophila_melanogaster,50,10,10,30,50
2044,WBGene00004389,PUF60,rnp-6,caenorhabditis_elegans,14,3,5,6,14
2045,ENSG00000180182,MED14,MED14,homo_sapiens,4,3,1,0,4
2045,ENSMUSG00000064127,MED14,Med14,mus_musculus,4,3,1,0,4
2045,ENSXETG00000015502,MED14,med14,xenopus_tropicalis,3,1,1,1,3
2045,FBgn0035145,MED14,MED14,drosophila_melanogaster,3,2,1,0,3
2045,WBGene00004343,MED14,rgr-1,caenorhabditis_elegans,3,2,1,0,3
2049,ENSG00000181222,POLR2A,POLR2A,homo_sapiens,5,3,2,0,5
2049,ENSMUSG00000005198,POLR2A,Polr2a,mus_musculus,4,2,2,0,4
2049,ENSXETG00000012465,POLR2A,polr2a,xenopus_tropicalis,5,1,2,2,5
2049,FBgn0003277,POLR2A,RpII215,drosophila_melanogaster,3,1,0,0,3
2049,WBGene00000123,POLR2A,ama-1,caenorhabditis_elegans,3,1,2,0,3
2050,ENSG00000181788,SIAH2,SIAH2,homo_sapiens,8,2,3,3,8
2050,ENSMUSG00000036432,SIAH2,Siah2,mus_musculus,7,1,4,2,7
2050,ENSXETG00000020096,SIAH2,siah2,xenopus_tropicalis,6,1,2,3,6
2050,FBgn0003410,SIAH2,sina,drosophila_melanogaster,12,3,3,6,12
2050,WBGene00021369,SIAH2,siah-1,caenorhabditis_elegans,4,1,1,2,4
2051,ENSG00000182606,TRAK1,TRAK1,homo_sapiens,11,8,3,0,11
2051,ENSMUSG00000032536,TRAK1,Trak1,mus_musculus,4,1,3,0,4
2051,ENSXETG00000013857,TRAK1,trak1,xenopus_tropicalis,4,1,3,0,4
2051,FBgn0262872,TRAK1,milt,drosophila_melanogaster,7,6,1,0,7
2051,WBGene00020838,TRAK1,T27A3.1,caenorhabditis_elegans,6,5,1,0,6
2054,ENSG00000183576,SETD3,SETD3,homo_sapiens,12,4,2,6,12
2054,ENSMUSG00000056770,SETD3,Setd3,mus_musculus,10,3,2,5,10
2054,ENSXETG00000011436,SETD3,setd3,xenopus_tropicalis,4,2,2,0,4
2054,FBgn0052732,SETD3,CG32732,drosophila_melanogaster,4,1,2,1,4
2054,WBGene00022173,SETD3,set-27,caenorhabditis_elegans,4,1,2,1,4
2056,ENSG00000184634,MED12,MED12,homo_sapiens,7,5,2,0,7
2056,ENSMUSG00000079487,MED12,Med12,mus_musculus,6,4,2,0,6
2056,ENSXETG00000031593,MED12,MED12,xenopus_tropicalis,3,1,1,1,3
2056,FBgn0001324,MED12,kto,drosophila_melanogaster,3,2,1,0,3
2056,WBGene00001081,MED12,dpy-22,caenorhabditis_elegans,2,1,1,0,2
2057,ENSG00000185619,PCGF3,PCGF3,homo_sapiens,20,8,7,5,20
2057,ENSMUSG00000033623,PCGF3,Pcgf3,mus_musculus,10,2,6,2,10
2057,ENSXETG00000004916,PCGF3,pcgf3,xenopus_tropicalis,7,1,5,1,7
2057,FBgn0002283,PCGF3,l(3)73Ah,drosophila_melanogaster,7,2,3,2,7
2057,WBGene00008684,PCGF3,mig-32,caenorhabditis_elegans,4,2,1,1,4
2058,ENSG00000185651,UBE2L3,UBE2L3,homo_sapiens,17,3,11,3,17
2058,ENSMUSG00000038965,UBE2L3,Ube2l3,mus_musculus,19,3,13,3,19
2058,ENSXETG00000022422,UBE2L3,ube2l3,xenopus_tropicalis,12,2,8,2,12
2058,FBgn0026316,UBE2L3,Ubc10,drosophila_melanogaster,12,1,10,1,12
2058,WBGene00006713,UBE2L3,ubc-18,caenorhabditis_elegans,5,1,3,1,5
2059,ENSG00000186141,POLR3C,POLR3C,homo_sapiens,3,2,1,0,3
2059,ENSMUSG00000028099,POLR3C,Polr3c,mus_musculus,5,4,1,0,5
2059,FBgn0038057,POLR3C,CG12267,drosophila_melanogaster,3,2,1,0,3
2059,WBGene00016750,POLR3C,C48E7.2,caenorhabditis_elegans,3,2,1,0,3
2062,ENSG00000187323,DCC,DCC,homo_sapiens,50,7,11,32,50
2062,ENSMUSG00000060534,DCC,Dcc,mus_musculus,33,2,11,20,33
2062,ENSXETG00000030451,DCC,DCC,xenopus_tropicalis,17,1,9,7,17
2062,FBgn0011592,DCC,fra,drosophila_melanogaster,39,3,6,30,39
2062,WBGene00006776,DCC,unc-40,caenorhabditis_elegans,13,1,2,10,13
2063,ENSG00000187325,TAF9B,TAF9B,homo_sapiens,3,1,2,0,3
2063,ENSMUSG00000047242,TAF9B,Taf9b,mus_musculus,6,3,3,0,6
2063,ENSXETG00000010138,TAF9B,taf9b,xenopus_tropicalis,2,1,1,0,2
2063,FBgn0000617,TAF9B,e(y)1,drosophila_melanogaster,1,1,1,0,1
2063,WBGene00006391,TAF9B,taf-9,caenorhabditis_elegans,2,1,1,0,2
2064,ENSG00000187735,TCEA1,TCEA1,homo_sapiens,18,5,4,9,18
2064,ENSMUSG00000033813,TCEA1,Tcea1,mus_musculus,12,2,4,6,12
2064,ENSXETG00000008099,TCEA1,tcea1,xenopus_tropicalis,7,2,3,2,7
2064,FBgn0010422,TCEA1,TfIIS,drosophila_melanogaster,10,2,2,6,10
2064,WBGene00012000,TCEA1,T24H10.1,caenorhabditis_elegans,5,1,1,3,5
2067,ENSG00000188976,NOC2L,NOC2L,homo_sapiens,2,1,1,0,2
2067,ENSMUSG00000095567,NOC2L,Noc2l,mus_musculus,1,2,1,0,1
2067,ENSXETG00000031054,NOC2L,NOC2L,xenopus_tropicalis,3,1,1,1,3
2067,FBgn0032925,NOC2L,CG9246,drosophila_melanogaster,2,1,1,0,2
2067,WBGene00007413,NOC2L,pro-2,caenorhabditis_elegans,2,1,1,0,2
2070,ENSG00000189308,LIN54,LIN54,homo_sapiens,14,6,2,6,14
2070,ENSMUSG00000035310,LIN54,Lin54,mus_musculus,14,6,2,6,14
2070,ENSXETG00000000369,LIN54,lin54,xenopus_tropicalis,3,1,1,1,3
2070,FBgn0033846,LIN54,mip120,drosophila_melanogaster,5,2,1,2,5
2070,WBGene00003037,LIN54,lin-54,caenorhabditis_elegans,5,2,1,2,5
2072,ENSG00000196419,XRCC6,XRCC6,homo_sapiens,13,6,1,6,13
2072,ENSMUSG00000022471,XRCC6,Xrcc6,mus_musculus,9,6,1,2,9
2072,ENSXETG00000004548,XRCC6,xrcc6,xenopus_tropicalis,3,2,1,0,3
2072,FBgn0011774,XRCC6,Irbp,drosophila_melanogaster,3,2,1,0,3
2072,WBGene00000519,XRCC6,cku-70,caenorhabditis_elegans,2,1,1,0,2
2073,ENSG00000196531,NACA,NACA,homo_sapiens,28,13,3,12,28
2073,ENSMUSG00000061315,NACA,Naca,mus_musculus,6,2,2,2,6
2073,ENSXETG00000004407,NACA,naca.2,xenopus_tropicalis,4,1,2,1,4
2073,FBgn0086904,NACA,Nacalpha,drosophila_melanogaster,10,4,2,4,10
2073,WBGene00022042,NACA,icd-2,caenorhabditis_elegans,8,4,1,3,8
2075,ENSG00000196781,TLE1,TLE1,homo_sapiens,19,5,6,8,19
2075,ENSMUSG00000008305,TLE1,Tle1,mus_musculus,30,7,7,16,30
2075,ENSXETG00000013999,TLE1,tle1,xenopus_tropicalis,13,2,4,7,13
2075,WBGene00006773,TLE1,unc-37,caenorhabditis_elegans,11,2,1,8,11
