id,gene,isoforms,paralogues,motifs,complexity,name,species
,ENSMUSG00000058230,2,12,5,19,Arhgap35,mus_musculus
,ENSXETG00000018284,1,11,2,14,arhgap35,xenopus_tropicalis
,FBgn0026375,7,3,35,45,RhoGAPp190,drosophila_melanogaster
,WBGene00010374,3,4,3,10,rga-5,caenorhabditis_elegans
1963,ENSG00000160310,11,6,21,38,PRMT2,homo_sapiens
,ENSMUSG00000020230,3,6,6,15,Prmt2,mus_musculus
,ENSXETG00000031494,2,6,2,10,PRMT2,xenopus_tropicalis
,FBgn0032329,1,8,1,10,Art8,drosophila_melanogaster
1964,ENSG00000160563,3,1,0,4,MED27,homo_sapiens
,ENSMUSG00000026799,7,1,0,8,Med27,mus_musculus
,ENSXETG00000001486,1,1,0,2,med27,xenopus_tropicalis
,FBgn0037359,1,1,0,2,MED27,drosophila_melanogaster
1965,ENSG00000160633,5,3,8,16,SAFB,homo_sapiens
,ENSMUSG00000071054,3,3,4,10,Safb,mus_musculus
,ENSXETG00000008755,2,2,6,10,safb,xenopus_tropicalis
,FBgn0039229,4,1,5,10,Saf-B,drosophila_melanogaster
1966,ENSG00000160783,3,2,0,5,PMF1,homo_sapiens
,ENSMUSG00000028066,2,1,0,3,Pmf1,mus_musculus
,ENSXETG00000030207,2,1,0,3,0,xenopus_tropicalis
1967,ENSG00000160949,2,8,10,12,TONSL,homo_sapiens
,ENSMUSG00000059323,4,8,7,19,Tonsl,mus_musculus
,ENSXETG00000020475,1,8,5,6,tonsl,xenopus_tropicalis
,FBgn0035812,2,3,26,31,CG7457,drosophila_melanogaster
,WBGene00010498,1,1,4,6,K02B12.5,caenorhabditis_elegans
1968,ENSG00000161021,1,3,0,4,MAML1,homo_sapiens
,ENSMUSG00000050567,2,3,0,5,Maml1,mus_musculus
,ENSXETG00000011243,1,3,2,6,maml1,xenopus_tropicalis
1969,ENSG00000161547,5,4,5,14,SRSF2,homo_sapiens
,ENSMUSG00000034120,2,4,2,8,Srsf2,mus_musculus
,ENSXETG00000025271,1,3,3,7,srsf2,xenopus_tropicalis
,FBgn0265298,4,1,3,8,SC35,drosophila_melanogaster
,WBGene00004701,2,1,2,5,rsp-4,caenorhabditis_elegans
1970,ENSG00000162227,3,2,0,5,TAF6L,homo_sapiens
,ENSMUSG00000003680,7,2,0,9,Taf6l,mus_musculus
,ENSXETG00000010304,1,2,0,3,taf6l,xenopus_tropicalis
,FBgn0010417,2,2,0,2,Taf6,drosophila_melanogaster
,FBgn0014342,3,2,0,5,mia,drosophila_melanogaster
,WBGene00006387,1,2,0,3,taf-6.1,caenorhabditis_elegans
,WBGene00021363,1,2,0,3,taf-6.2,caenorhabditis_elegans
1971,ENSG00000162552,3,14,0,17,WNT4,homo_sapiens
,ENSMUSG00000036856,1,14,0,15,Wnt4,mus_musculus
,ENSXETG00000004742,1,15,1,17,wnt4,xenopus_tropicalis
,WBGene00000857,2,2,0,4,cwn-1,caenorhabditis_elegans
1972,ENSG00000163161,2,1,2,5,ERCC3,homo_sapiens
,ENSMUSG00000024382,1,1,2,4,Ercc3,mus_musculus
,ENSXETG00000033646,1,1,2,4,ERCC3,xenopus_tropicalis
,FBgn0001179,2,1,4,7,hay,drosophila_melanogaster
,WBGene00013441,1,1,2,4,xpb-1,caenorhabditis_elegans
1973,ENSG00000163346,3,2,0,5,PBXIP1,homo_sapiens
,ENSMUSG00000042613,4,2,0,6,Pbxip1,mus_musculus
,ENSXETG00000031731,1,2,0,3,PBXIP1,xenopus_tropicalis
1974,ENSG00000163349,11,10,7,28,HIPK1,homo_sapiens
,ENSMUSG00000008730,3,9,3,15,Hipk1,mus_musculus
,ENSXETG00000001698,2,7,2,11,hipk1,xenopus_tropicalis
,FBgn0035142,3,4,2,6,hipk,drosophila_melanogaster
,WBGene00001994,4,5,4,12,hpk-1,caenorhabditis_elegans
1975,ENSG00000163563,2,4,3,9,MNDA,homo_sapiens
1976,ENSG00000163565,11,4,21,36,IFI16,homo_sapiens
,ENSMUSG00000026536,1,13,2,16,Mnda,mus_musculus
,ENSMUSG00000054203,1,13,2,16,Ifi205,mus_musculus
,ENSMUSG00000073489,1,13,3,17,Ifi204,mus_musculus
,ENSMUSG00000090272,4,13,7,24,Mndal,mus_musculus
1977,ENSG00000163602,1,2,1,4,RYBP,homo_sapiens
,ENSMUSG00000072872,1,0,1,2,Rybp,mus_musculus
,ENSXETG00000015914,2,2,5,9,rybp,xenopus_tropicalis
,FBgn0034763,2,1,2,5,RYBP,drosophila_melanogaster
1978,ENSG00000163877,1,3,1,5,SNIP1,homo_sapiens
,ENSMUSG00000050213,1,3,1,5,Snip1,mus_musculus
,ENSXETG00000017464,1,3,2,6,snip1,xenopus_tropicalis
,FBgn0039943,1,3,1,5,CG17168,drosophila_melanogaster
,WBGene00016323,2,3,2,7,C32E8.5,caenorhabditis_elegans
1979,ENSG00000163935,4,10,6,20,SFMBT1,homo_sapiens
,ENSMUSG00000006527,5,10,19,34,Sfmbt1,mus_musculus
,ENSXETG00000032066,2,9,7,18,sfmbt1,xenopus_tropicalis
,WBGene00003041,3,2,12,17,lin-61,caenorhabditis_elegans
,WBGene00021661,2,2,8,12,mbtr-1,caenorhabditis_elegans
1980,ENSG00000164442,4,3,0,7,CITED2,homo_sapiens
,ENSMUSG00000039910,1,3,0,4,Cited2,mus_musculus
,ENSXETG00000027807,1,2,1,4,cited2,xenopus_tropicalis
1981,ENSG00000164509,8,6,21,35,IL31RA,homo_sapiens
,ENSMUSG00000050377,1,6,3,10,Il31ra,mus_musculus
1982,ENSG00000164611,4,2,0,6,PTTG1,homo_sapiens
,ENSMUSG00000020415,7,1,0,8,Pttg1,mus_musculus
1983,ENSG00000164751,5,1,3,9,PEX2,homo_sapiens
,ENSMUSG00000040374,6,1,6,13,Pex2,mus_musculus
,ENSXETG00000017165,1,1,1,3,pex2,xenopus_tropicalis
,FBgn0035876,1,1,1,3,Pex2,drosophila_melanogaster
,WBGene00004192,0,1,1,3,prx-2,caenorhabditis_elegans
1984,ENSG00000164754,8,2,0,10,RAD21,homo_sapiens
,ENSMUSG00000022314,1,2,0,3,Rad21,mus_musculus
,ENSXETG00000020783,1,1,1,3,rad21,xenopus_tropicalis
,FBgn0260987,2,1,0,3,vtd,drosophila_melanogaster
,WBGene00000591,1,2,0,3,coh-1,caenorhabditis_elegans
,WBGene00004737,1,2,0,3,scc-1,caenorhabditis_elegans
1985,ENSG00000164758,2,1,0,3,MED30,homo_sapiens
,ENSMUSG00000038622,1,1,0,2,Med30,mus_musculus
,ENSXETG00000020788,1,1,0,2,med30,xenopus_tropicalis
,FBgn0035149,1,1,0,2,MED30,drosophila_melanogaster
1986,ENSG00000164985,6,5,5,16,PSIP1,homo_sapiens
,ENSMUSG00000028484,5,5,4,14,Psip1,mus_musculus
,ENSXETG00000003303,1,4,2,7,psip1,xenopus_tropicalis
,FBgn0039743,2,1,2,5,CG7946,drosophila_melanogaster
,WBGene00015501,2,1,2,5,C06A5.3,caenorhabditis_elegans
1987,ENSG00000165417,2,5,0,7,GTF2A1,homo_sapiens
,ENSMUSG00000020962,2,5,0,7,Gtf2a1,mus_musculus
,ENSMUSG00000094374,1,5,0,6,Gm5435,mus_musculus
,FBgn0011289,3,2,0,5,TfIIA-L,drosophila_melanogaster
,WBGene00004136,4,2,0,6,pqn-51,caenorhabditis_elegans
1988,ENSG00000165583,5,8,4,17,SSX5,homo_sapiens
,ENSMUSG00000023165,2,14,2,18,Ssxb2,mus_musculus
,ENSMUSG00000035371,1,14,1,16,Ssx9,mus_musculus
,ENSMUSG00000062814,2,14,2,18,Ssxa1,mus_musculus
,ENSMUSG00000068218,1,14,1,16,Ssxb9,mus_musculus
,ENSMUSG00000068219,1,14,1,16,Ssxb10,mus_musculus
,ENSMUSG00000071816,1,14,1,16,Ssxb5,mus_musculus
,ENSMUSG00000079697,1,14,1,16,Gm5751,mus_musculus
,ENSMUSG00000079699,1,14,1,16,Gm6592,mus_musculus
,ENSMUSG00000079701,2,14,2,18,Ssxb3,mus_musculus
,ENSMUSG00000079702,1,14,1,16,Ssxb6,mus_musculus
,ENSMUSG00000079703,2,14,2,18,Ssxb8,mus_musculus
,ENSMUSG00000079704,1,14,1,16,Gm14459,mus_musculus
,ENSMUSG00000079705,1,14,1,16,Ssxb1,mus_musculus
,ENSMUSG00000095316,1,14,1,16,Gm21876,mus_musculus
1989,ENSG00000165584,3,8,3,14,SSX3,homo_sapiens
,ENSMUSG00000023165,2,14,2,18,Ssxb2,mus_musculus
,ENSMUSG00000035371,1,14,1,16,Ssx9,mus_musculus
,ENSMUSG00000062814,2,14,2,18,Ssxa1,mus_musculus
,ENSMUSG00000068218,1,14,1,16,Ssxb9,mus_musculus
,ENSMUSG00000068219,1,14,1,16,Ssxb10,mus_musculus
,ENSMUSG00000071816,1,14,1,16,Ssxb5,mus_musculus
,ENSMUSG00000079697,1,14,1,16,Gm5751,mus_musculus
,ENSMUSG00000079699,1,14,1,16,Gm6592,mus_musculus
,ENSMUSG00000079701,2,14,2,18,Ssxb3,mus_musculus
,ENSMUSG00000079702,1,14,1,16,Ssxb6,mus_musculus
,ENSMUSG00000079703,2,14,2,18,Ssxb8,mus_musculus
,ENSMUSG00000079704,1,14,1,16,Gm14459,mus_musculus
,ENSMUSG00000079705,1,14,1,16,Ssxb1,mus_musculus
,ENSMUSG00000095316,1,14,1,16,Gm21876,mus_musculus
1990,ENSG00000165671,11,13,26,50,NSD1,homo_sapiens
,ENSMUSG00000021488,1,13,8,22,Nsd1,mus_musculus
,ENSXETG00000007233,1,11,2,14,nsd1,xenopus_tropicalis
,FBgn0039559,2,7,12,21,Mes-4,drosophila_melanogaster
1991,ENSG00000165916,8,1,0,9,PSMC3,homo_sapiens
,ENSMUSG00000002102,4,1,0,5,Psmc3,mus_musculus
,ENSXETG00000007916,1,1,0,2,psmc3,xenopus_tropicalis
,FBgn0028684,1,1,0,2,Rpt5,drosophila_melanogaster
,WBGene00004505,1,1,0,2,rpt-5,caenorhabditis_elegans
1992,ENSG00000166012,3,1,0,4,TAF1D,homo_sapiens
,ENSMUSG00000031939,2,1,0,3,Taf1d,mus_musculus
,ENSXETG00000026163,1,1,1,3,taf1d,xenopus_tropicalis
1993,ENSG00000166200,5,2,0,7,COPS2,homo_sapiens
,ENSMUSG00000027206,3,2,0,5,Cops2,mus_musculus
,ENSXETG00000008784,1,2,0,3,cops2,xenopus_tropicalis
,FBgn0013746,4,2,0,6,alien,drosophila_melanogaster
,WBGene00000814,2,3,0,5,csn-2,caenorhabditis_elegans
1994,ENSG00000166228,1,2,0,2,PCBD1,homo_sapiens
,ENSMUSG00000020098,1,2,0,3,Pcbd1,mus_musculus
,ENSXETG00000008191,1,1,0,2,pcbd1,xenopus_tropicalis
,FBgn0024841,1,1,0,2,Pcd,drosophila_melanogaster
,WBGene00020397,1,1,0,2,pcbd-1,caenorhabditis_elegans
1995,ENSG00000166313,16,3,37,56,APBB1,homo_sapiens
,ENSMUSG00000037032,15,3,26,44,Apbb1,mus_musculus
,WBGene00001410,4,1,12,17,feh-1,caenorhabditis_elegans
1996,ENSG00000166407,3,4,6,13,LMO1,homo_sapiens
,ENSMUSG00000036111,3,4,6,13,Lmo1,mus_musculus
,FBgn0265598,5,2,10,17,Bx,drosophila_melanogaster
1997,ENSG00000166886,2,2,0,4,NAB2,homo_sapiens
,ENSMUSG00000025402,4,2,0,6,Nab2,mus_musculus
,ENSXETG00000004428,0,2,0,4,nab2,xenopus_tropicalis
,FBgn0259986,3,1,0,4,nab,drosophila_melanogaster
,WBGene00003107,1,1,0,1,mab-10,caenorhabditis_elegans
1998,ENSG00000166913,4,7,0,11,YWHAB,homo_sapiens
,ENSMUSG00000018326,2,7,0,9,Ywhab,mus_musculus
,ENSXETG00000022830,1,6,0,7,ywhab,xenopus_tropicalis
,FBgn0004907,12,2,0,2,14-3-3zeta,drosophila_melanogaster
,WBGene00001502,3,3,0,6,ftt-2,caenorhabditis_elegans
,WBGene00003920,4,3,0,7,par-5,caenorhabditis_elegans
1999,ENSG00000167193,3,2,5,9,CRK,homo_sapiens
,ENSMUSG00000017776,5,2,9,16,Crk,mus_musculus
,ENSXETG00000022904,1,2,2,5,crk,xenopus_tropicalis
,FBgn0024811,7,1,12,20,Crk,drosophila_melanogaster
,WBGene00000416,3,1,2,6,ced-2,caenorhabditis_elegans
2000,ENSG00000167286,4,2,4,10,CD3D,homo_sapiens
,ENSMUSG00000032094,1,2,1,4,Cd3d,mus_musculus
,ENSXETG00000010117,1,1,1,3,cd3g,xenopus_tropicalis
2001,ENSG00000168036,10,2,45,57,CTNNB1,homo_sapiens
,ENSMUSG00000006932,6,2,21,29,Ctnnb1,mus_musculus
,ENSXETG00000013848,1,2,9,12,ctnnb1,xenopus_tropicalis
,FBgn0000117,6,1,54,61,arm,drosophila_melanogaster
2002,ENSG00000168066,11,5,12,28,SF1,homo_sapiens
,ENSMUSG00000024949,8,5,10,23,Sf1,mus_musculus
,ENSXETG00000008434,2,5,8,15,sf1,xenopus_tropicalis
,FBgn0025571,3,10,2,15,SF1,drosophila_melanogaster
,WBGene00013808,1,8,2,11,sfa-1,caenorhabditis_elegans
2003,ENSG00000168283,4,7,4,15,BMI1,homo_sapiens
,ENSMUSG00000026739,6,6,6,18,Bmi1,mus_musculus
,ENSXETG00000007387,1,5,1,7,bmi1,xenopus_tropicalis
,FBgn0005624,3,3,3,9,Psc,drosophila_melanogaster
,FBgn0265623,3,3,3,9,Su(z)2,drosophila_melanogaster
2004,ENSG00000168453,2,4,1,7,HR,homo_sapiens
,ENSMUSG00000022096,3,4,3,10,Hr,mus_musculus
,FBgn0037703,2,1,2,4,JHDM2,drosophila_melanogaster
2005,ENSG00000168556,2,5,1,8,ING2,homo_sapiens
,ENSMUSG00000063049,0,5,2,7,Ing2,mus_musculus
,ENSXETG00000019052,1,4,1,6,ing2,xenopus_tropicalis
,FBgn0038546,1,3,1,5,CG7379,drosophila_melanogaster
2006,ENSG00000169252,1,14,1,2,ADRB2,homo_sapiens
,ENSMUSG00000045730,1,23,1,25,Adrb2,mus_musculus
,FBgn0029909,1,6,1,8,CG12796,drosophila_melanogaster
2007,ENSG00000169375,11,2,10,23,SIN3A,homo_sapiens
,ENSMUSG00000042557,7,2,16,25,Sin3a,mus_musculus
,ENSXETG00000015283,1,2,1,4,sin3a,xenopus_tropicalis
,FBgn0022764,10,1,30,41,Sin3A,drosophila_melanogaster
,WBGene00004117,2,1,2,5,sin-3,caenorhabditis_elegans
2008,ENSG00000169946,4,2,6,12,ZFPM2,homo_sapiens
,ENSMUSG00000022306,1,2,0,5,Zfpm2,mus_musculus
,ENSXETG00000006505,1,2,2,3,zfpm2,xenopus_tropicalis
2009,ENSG00000170162,2,2,0,4,VGLL2,homo_sapiens
,ENSMUSG00000049641,2,2,0,4,Vgll2,mus_musculus
,ENSXETG00000014041,1,2,0,3,vgll2,xenopus_tropicalis
,FBgn0003975,1,1,0,2,vg,drosophila_melanogaster
2010,ENSG00000170515,4,3,0,7,PA2G4,homo_sapiens
,ENSMUSG00000025364,2,2,0,4,Pa2g4,mus_musculus
,ENSXETG00000009471,1,2,0,3,pa2g4,xenopus_tropicalis
,FBgn0035630,3,2,0,5,CG10576,drosophila_melanogaster
,WBGene00021088,2,4,0,6,W08E12.7,caenorhabditis_elegans
2011,ENSG00000171105,3,14,4,25,INSR,homo_sapiens
,ENSMUSG00000005534,2,14,6,20,Insr,mus_musculus
,ENSXETG00000013518,1,15,3,19,insr,xenopus_tropicalis
,FBgn0013984,4,9,12,16,InR,drosophila_melanogaster
,WBGene00000898,2,5,4,11,daf-2,caenorhabditis_elegans
2012,ENSG00000171222,3,2,3,8,SCAND1,homo_sapiens
,ENSMUSG00000046229,1,2,1,4,Scand1,mus_musculus
2013,ENSG00000171316,4,9,7,20,CHD7,homo_sapiens
,ENSMUSG00000041235,5,9,8,22,Chd7,mus_musculus
,ENSXETG00000026004,1,10,8,19,chd8,xenopus_tropicalis
2014,ENSG00000171456,8,3,0,11,ASXL1,homo_sapiens
,ENSMUSG00000042548,1,3,0,4,Asxl1,mus_musculus
,ENSXETG00000033607,1,3,1,5,ASXL1,xenopus_tropicalis
,FBgn0261823,4,1,0,5,Asx,drosophila_melanogaster
2015,ENSG00000171566,4,4,13,21,PLRG1,homo_sapiens
,ENSMUSG00000027998,2,4,12,18,Plrg1,mus_musculus
,ENSXETG00000022434,1,3,6,10,plrg1,xenopus_tropicalis
,FBgn0030365,1,3,6,10,Tango4,drosophila_melanogaster
,WBGene00006481,2,3,12,17,plrg-1,caenorhabditis_elegans
2016,ENSG00000171634,12,8,24,44,BPTF,homo_sapiens
,ENSMUSG00000040481,6,8,16,30,Bptf,mus_musculus
,ENSXETG00000001592,1,8,7,16,bptf,xenopus_tropicalis
,FBgn0000541,9,5,30,44,E(bx),drosophila_melanogaster
,FBgn0261934,6,5,4,15,dikar,drosophila_melanogaster
,WBGene00009180,11,4,26,41,nurf-1,caenorhabditis_elegans
2017,ENSG00000171681,20,2,4,26,ATF7IP,homo_sapiens
,ENSMUSG00000030213,8,2,1,11,Atf7ip,mus_musculus
,ENSXETG00000031812,1,1,3,5,ATF7IP,xenopus_tropicalis
,FBgn0027499,2,1,0,3,wde,drosophila_melanogaster
2018,ENSG00000171703,7,4,15,26,TCEA2,homo_sapiens
,ENSMUSG00000059540,3,4,9,16,Tcea2,mus_musculus
,FBgn0010422,2,2,6,10,TfIIS,drosophila_melanogaster
,FBgn0030663,1,2,2,5,CG8117,drosophila_melanogaster
,WBGene00012000,1,1,3,5,T24H10.1,caenorhabditis_elegans
2019,ENSG00000171794,1,1,0,1,UTF1,homo_sapiens
,ENSMUSG00000047751,1,1,0,2,Utf1,mus_musculus
2020,ENSG00000171855,1,17,0,18,IFNB1,homo_sapiens
,ENSMUSG00000048806,1,31,0,32,Ifnb1,mus_musculus
2021,ENSG00000172349,6,8,14,28,IL16,homo_sapiens
,ENSMUSG00000001741,4,8,6,18,Il16,mus_musculus
,ENSXETG00000031478,1,9,2,12,IL16,xenopus_tropicalis
,FBgn0000008,4,6,8,18,a,drosophila_melanogaster
2022,ENSG00000172530,15,1,7,23,BANP,homo_sapiens
,ENSMUSG00000025316,9,1,6,16,Banp,mus_musculus
,ENSXETG00000016600,2,1,0,3,banp,xenopus_tropicalis
2023,ENSG00000172534,3,8,8,19,HCFC1,homo_sapiens
,ENSMUSG00000031386,3,8,8,19,Hcfc1,mus_musculus
,ENSXETG00000014251,1,10,3,14,hcfc1,xenopus_tropicalis
,FBgn0039904,5,4,0,9,Hcf,drosophila_melanogaster
,WBGene00001827,1,3,2,6,hcf-1,caenorhabditis_elegans
2024,ENSG00000173611,2,1,0,3,SCAI,homo_sapiens
,ENSMUSG00000035236,2,1,0,3,Scai,mus_musculus
,ENSXETG00000016827,1,1,0,2,scai,xenopus_tropicalis
,FBgn0035677,4,1,0,5,CG13293,drosophila_melanogaster
2025,ENSG00000173801,10,2,39,51,JUP,homo_sapiens
,ENSMUSG00000001552,2,2,18,22,Jup,mus_musculus
,ENSXETG00000006970,1,2,9,12,jup,xenopus_tropicalis
,WBGene00000238,1,2,0,3,bar-1,caenorhabditis_elegans
,WBGene00001979,3,2,3,8,hmp-2,caenorhabditis_elegans
2026,ENSG00000174429,1,1,0,2,ABRA,homo_sapiens
,ENSMUSG00000042895,1,1,0,2,Abra,mus_musculus
,ENSXETG00000006498,1,1,0,2,abra,xenopus_tropicalis
,FBgn0023540,4,2,0,6,CG3630,drosophila_melanogaster
,FBgn0035384,2,2,0,4,CG2113,drosophila_melanogaster
,WBGene00009475,3,2,0,5,F36F2.1,caenorhabditis_elegans
,WBGene00044078,1,2,0,3,tag-243,caenorhabditis_elegans
2027,ENSG00000175029,7,2,0,9,CTBP2,homo_sapiens
,ENSMUSG00000030970,12,2,0,14,Ctbp2,mus_musculus
,ENSXETG00000023631,1,3,0,4,ctbp2,xenopus_tropicalis
,FBgn0020496,10,1,0,11,CtBP,drosophila_melanogaster
,WBGene00006424,2,1,0,4,ctbp-1,caenorhabditis_elegans
2028,ENSG00000175104,2,6,8,16,TRAF6,homo_sapiens
,ENSMUSG00000027164,1,6,4,10,Traf6,mus_musculus
,ENSXETG00000007549,1,6,4,11,traf6,xenopus_tropicalis
,FBgn0265464,1,3,2,6,Traf6,drosophila_melanogaster
,WBGene00022454,1,2,1,4,Y110A7A.2,caenorhabditis_elegans
2029,ENSG00000175221,13,1,18,32,MED16,homo_sapiens
,ENSMUSG00000013833,5,1,10,16,Med16,mus_musculus
,ENSXETG00000021641,1,1,2,4,med16,xenopus_tropicalis
,FBgn0034707,1,1,0,2,MED16,drosophila_melanogaster
2030,ENSG00000175550,5,1,0,6,DRAP1,homo_sapiens
,ENSMUSG00000024914,5,1,0,6,Drap1,mus_musculus
,ENSXETG00000018519,1,1,0,2,drap1,xenopus_tropicalis
,FBgn0034650,1,1,0,2,NC2alpha,drosophila_melanogaster
,WBGene00009584,4,1,0,5,drap-1,caenorhabditis_elegans
2031,ENSG00000176396,1,2,0,3,EID2,homo_sapiens
,ENSMUSG00000046058,1,2,0,3,Eid2,mus_musculus
2032,ENSG00000176788,3,1,0,4,BASP1,homo_sapiens
,ENSMUSG00000045763,1,1,0,2,Basp1,mus_musculus
,ENSXETG00000021380,1,1,0,2,basp1,xenopus_tropicalis
2033,ENSG00000177200,11,9,20,40,CHD9,homo_sapiens
,ENSMUSG00000056608,2,9,6,17,Chd9,mus_musculus
,ENSXETG00000000349,2,10,11,23,chd9,xenopus_tropicalis
,FBgn0266557,6,4,15,25,kis,drosophila_melanogaster
,WBGene00007053,1,4,5,10,chd-7,caenorhabditis_elegans
2034,ENSG00000177425,5,1,0,6,PAWR,homo_sapiens
,ENSMUSG00000035873,1,1,0,2,Pawr,mus_musculus
,ENSXETG00000004074,0,1,0,3,pawr,xenopus_tropicalis
2035,ENSG00000177469,1,4,0,5,PTRF,homo_sapiens
,ENSMUSG00000004044,1,4,0,5,Ptrf,mus_musculus
,ENSXETG00000007639,1,3,2,6,ptrf,xenopus_tropicalis
2036,ENSG00000177565,18,4,29,51,TBL1XR1,homo_sapiens
,ENSMUSG00000027630,8,3,37,48,Tbl1xr1,mus_musculus
,ENSXETG00000001521,2,3,17,22,tbl1xr1,xenopus_tropicalis
,FBgn0263933,1,2,8,11,ebi,drosophila_melanogaster
2037,ENSG00000178028,8,1,0,9,DMAP1,homo_sapiens
,ENSMUSG00000009640,1,1,0,2,Dmap1,mus_musculus
,ENSXETG00000001057,1,1,0,2,dmap1,xenopus_tropicalis
,FBgn0034537,1,1,0,2,DMAP1,drosophila_melanogaster
,WBGene00013676,2,1,0,1,ekl-4,caenorhabditis_elegans
2038,ENSG00000178568,5,14,3,22,ERBB4,homo_sapiens
,ENSMUSG00000062209,3,14,2,19,Erbb4,mus_musculus
,ENSXETG00000000413,1,15,2,18,erbb4,xenopus_tropicalis
,FBgn0003731,2,6,2,10,Egfr,drosophila_melanogaster
,WBGene00002299,3,4,3,10,let-23,caenorhabditis_elegans
2039,ENSG00000179218,3,4,0,7,CALR,homo_sapiens
,ENSMUSG00000003814,1,5,0,6,Calr,mus_musculus
,ENSXETG00000007937,1,4,1,6,calr,xenopus_tropicalis
,FBgn0005585,2,4,0,6,Crc,drosophila_melanogaster
,WBGene00000802,2,2,0,4,crt-1,caenorhabditis_elegans
2040,ENSG00000179222,4,37,4,45,MAGED1,homo_sapiens
,ENSMUSG00000025151,1,32,1,34,Maged1,mus_musculus
,ENSXETG00000022031,1,1,1,3,ndnl2,xenopus_tropicalis
2041,ENSG00000179583,6,4,15,25,CIITA,homo_sapiens
,ENSMUSG00000022504,1,4,1,6,Ciita,mus_musculus
,ENSXETG00000024094,1,3,1,5,ciita,xenopus_tropicalis
2042,ENSG00000179833,1,2,1,4,SERTAD2,homo_sapiens
,ENSMUSG00000049800,3,2,3,8,Sertad2,mus_musculus
,ENSXETG00000014022,1,3,1,5,sertad2,xenopus_tropicalis
2043,ENSG00000179862,1,3,0,4,CITED4,homo_sapiens
,ENSMUSG00000070803,1,3,0,4,Cited4,mus_musculus
,ENSXETG00000019718,1,2,1,4,cited4,xenopus_tropicalis
2044,ENSG00000179950,12,16,27,55,PUF60,homo_sapiens
,ENSMUSG00000002524,2,16,6,24,Puf60,mus_musculus
,ENSXETG00000012469,2,13,8,23,puf60,xenopus_tropicalis
,FBgn0028577,10,10,30,50,pUf68,drosophila_melanogaster
,WBGene00004389,3,5,6,14,rnp-6,caenorhabditis_elegans
2045,ENSG00000180182,3,1,0,4,MED14,homo_sapiens
,ENSMUSG00000064127,3,1,0,4,Med14,mus_musculus
,ENSXETG00000015502,1,1,1,3,med14,xenopus_tropicalis
,FBgn0035145,2,1,0,3,MED14,drosophila_melanogaster
,WBGene00004343,2,1,0,3,rgr-1,caenorhabditis_elegans
2046,ENSG00000180530,4,1,0,5,NRIP1,homo_sapiens
,ENSMUSG00000048490,3,1,0,4,Nrip1,mus_musculus
,ENSXETG00000023130,1,1,0,2,nrip1,xenopus_tropicalis
2047,ENSG00000180628,3,7,3,13,PCGF5,homo_sapiens
,ENSMUSG00000024805,2,6,2,10,Pcgf5,mus_musculus
,ENSXETG00000032043,1,5,1,7,PCGF5,xenopus_tropicalis
2048,ENSG00000181163,6,3,0,6,NPM1,homo_sapiens
,ENSXETG00000008403,2,4,1,7,npm1,xenopus_tropicalis
2049,ENSG00000181222,3,2,0,5,POLR2A,homo_sapiens
,ENSMUSG00000005198,2,2,0,4,Polr2a,mus_musculus
,ENSXETG00000012465,1,2,2,5,polr2a,xenopus_tropicalis
,FBgn0003277,1,0,0,3,RpII215,drosophila_melanogaster
,WBGene00000123,1,2,0,3,ama-1,caenorhabditis_elegans
2050,ENSG00000181788,2,3,3,8,SIAH2,homo_sapiens
,ENSMUSG00000036432,1,4,2,7,Siah2,mus_musculus
,ENSXETG00000020096,1,2,3,6,siah2,xenopus_tropicalis
,FBgn0003410,3,3,6,12,sina,drosophila_melanogaster
,WBGene00021369,1,1,2,4,siah-1,caenorhabditis_elegans
2051,ENSG00000182606,8,3,0,11,TRAK1,homo_sapiens
,ENSMUSG00000032536,1,3,0,4,Trak1,mus_musculus
,ENSXETG00000013857,1,3,0,4,trak1,xenopus_tropicalis
,FBgn0262872,6,1,0,7,milt,drosophila_melanogaster
,WBGene00020838,5,1,0,6,T27A3.1,caenorhabditis_elegans
2052,ENSG00000182944,15,3,15,33,EWSR1,homo_sapiens
,ENSMUSG00000009079,5,3,6,14,Ewsr1,mus_musculus
,ENSXETG00000024796,1,3,5,9,ewsr1,xenopus_tropicalis
,FBgn0011571,4,2,6,12,caz,drosophila_melanogaster
,FBgn0037939,1,2,2,5,CG14718,drosophila_melanogaster
2053,ENSG00000183337,11,8,24,43,BCOR,homo_sapiens
,ENSMUSG00000040363,7,8,15,30,Bcor,mus_musculus
,ENSXETG00000015528,2,8,6,16,bcor,xenopus_tropicalis
,FBgn0036814,2,3,6,11,CG14073,drosophila_melanogaster
2054,ENSG00000183576,4,2,6,12,SETD3,homo_sapiens
,ENSMUSG00000056770,3,2,5,10,Setd3,mus_musculus
,ENSXETG00000011436,2,2,0,4,setd3,xenopus_tropicalis
,FBgn0052732,1,2,1,4,CG32732,drosophila_melanogaster
,WBGene00022173,1,2,1,4,set-27,caenorhabditis_elegans
2055,ENSG00000184384,2,3,0,5,MAML2,homo_sapiens
,ENSMUSG00000031925,3,3,0,6,Maml2,mus_musculus
,ENSXETG00000007075,1,3,1,5,maml2,xenopus_tropicalis
2056,ENSG00000184634,5,2,0,7,MED12,homo_sapiens
,ENSMUSG00000079487,4,2,0,6,Med12,mus_musculus
,ENSXETG00000031593,1,1,1,3,MED12,xenopus_tropicalis
